test,item,score,speaker_name,speaker,rater,rater_gender,rater_age,speaker_wav
137,18,5,IJU,3340,939,M.r,0,18_I08_JU.wav
137,19,5,EOK,3341,939,M.r,0,19_E01_OK.wav
137,20,4,MNY,3342,939,M.r,0,20_M10_NY.wav
137,21,5,EJU,3343,939,M.r,0,21_E02_JU.wav
137,22,3,IOK,3339,939,M.r,0,22_I01_OK.wav
137,23,4,MNY,3342,939,M.r,0,23_M08_NY.wav
137,24,5,MJU,3335,939,M.r,0,24_M02_JU.wav
137,25,2,EOK,3341,939,M.r,0,25_E05_OK.wav
137,26,6,INY,3336,939,M.r,0,26_I02_NY.wav
137,27,4,IJU,3340,939,M.r,0,27_I13_JU.wav
137,28,4,MOK,3338,939,M.r,0,28_M02_OK.wav
137,29,3,MNY,3342,939,M.r,0,29_M01_NY.wav
137,30,5,EJU,3343,939,M.r,0,30_E05_JU.wav
137,31,4,IOK,3339,939,M.r,0,31_I13_OK.wav
137,32,5,MNY,3342,939,M.r,0,32_M02_NY.wav
137,33,4,EJU,3343,939,M.r,0,33_E13_JU.wav
137,34,3,MOK,3338,939,M.r,0,34_M08_OK.wav
137,35,4,INY,3336,939,M.r,0,35_I10_NY.wav
137,36,6,EJU,3343,939,M.r,0,36_E01_JU.wav
137,37,4,MOK,3338,939,M.r,0,37_M10_OK.wav
137,38,5,ENY,3337,939,M.r,0,38_E08_NY.wav
137,39,4,MJU,3335,939,M.r,0,39_M05_JU.wav
137,40,3,EOK,3341,939,M.r,0,40_E13_OK.wav
137,41,4,INY,3336,939,M.r,0,41_I01_NY.wav
137,42,4,IJU,3340,939,M.r,0,42_I05_JU.wav
137,43,4,EOK,3341,939,M.r,0,43_E08_OK.wav
137,44,4,ENY,3337,939,M.r,0,44_E05_NY.wav
137,45,5,MJU,3335,939,M.r,0,45_M10_JU.wav
137,46,2,IOK,3339,939,M.r,0,46_I08_OK.wav
137,47,4,INY,3336,939,M.r,0,47_I13_NY.wav
137,48,5,IJU,3340,939,M.r,0,48_I02_JU.wav
137,49,2,EOK,3341,939,M.r,0,49_E10_OK.wav
137,50,4,INY,3336,939,M.r,0,50_I05_NY.wav
137,51,3,EJU,3343,939,M.r,0,51_E08_JU.wav
137,52,2,IOK,3339,939,M.r,0,52_I10_OK.wav
137,53,3,MNY,3342,939,M.r,0,53_M13_NY.wav
137,54,5,IJU,3340,939,M.r,0,54_I10_JU.wav
137,55,4,IOK,3339,939,M.r,0,55_I02_OK.wav
